"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 22008788, SEN S/N: 22008788)","Intensity, lum/ft² (LGR S/N: 22008788, SEN S/N: 22008788)"
1,05/18/24 14:30:00,95.400,1856.0
2,05/18/24 14:40:00,89.569,2304.0
3,05/18/24 14:50:00,96.748,2688.0
4,05/18/24 15:00:00,95.783,4352.0
5,05/18/24 15:10:00,85.374,800.0
6,05/18/24 15:20:00,76.354,1856.0
7,05/18/24 15:30:00,76.876,1408.0
8,05/18/24 15:40:00,70.308,2176.0
9,05/18/24 15:50:00,68.248,6400.0
10,05/18/24 16:00:00,50.819,2176.0
11,05/18/24 16:10:00,50.995,1088.0
12,05/18/24 16:20:00,50.643,1024.0
13,05/18/24 16:30:00,50.466,1024.0
14,05/18/24 16:40:00,50.113,672.0
15,05/18/24 16:50:00,50.290,608.0
16,05/18/24 17:00:00,50.819,2176.0
17,05/18/24 17:10:00,50.113,512.0
18,05/18/24 17:20:00,50.290,960.0
19,05/18/24 17:30:00,50.113,576.0
20,05/18/24 17:40:00,49.937,1344.0
21,05/18/24 17:50:00,49.937,1088.0
22,05/18/24 18:00:00,49.582,496.0
23,05/18/24 18:10:00,49.404,352.0
24,05/18/24 18:20:00,49.937,352.0
25,05/18/24 18:30:00,49.937,1216.0
26,05/18/24 18:40:00,49.759,704.0
27,05/18/24 18:50:00,49.228,432.0
28,05/18/24 19:00:00,49.228,95.0
29,05/18/24 19:10:00,49.228,75.0
30,05/18/24 19:20:00,49.050,68.0
31,05/18/24 19:30:00,49.228,72.0
32,05/18/24 19:40:00,49.404,61.0
33,05/18/24 19:50:00,49.404,66.0
34,05/18/24 20:00:00,49.404,29.0
35,05/18/24 20:10:00,49.228,26.0
36,05/18/24 20:20:00,49.228,18.0
37,05/18/24 20:30:00,49.050,13.0
38,05/18/24 20:40:00,48.871,6.0
39,05/18/24 20:50:00,48.695,1.0
40,05/18/24 21:00:00,48.339,0.0
41,05/18/24 21:10:00,48.339,0.0
42,05/18/24 21:20:00,48.160,0.0
43,05/18/24 21:30:00,48.160,0.0
44,05/18/24 21:40:00,48.160,0.0
45,05/18/24 21:50:00,47.982,0.0
46,05/18/24 22:00:00,47.802,0.0
47,05/18/24 22:10:00,47.624,0.0
