site,date,depth,temp,,,
 Cottonwood Creek Bay,10/5/21,1.279247,16.25141,,,
 Cottonwood Creek Bay,10/5/21,1.072877,16.28462,,,
 Cottonwood Creek Bay,10/5/21,0.578426,16.28121,,,
 Cottonwood Creek Bay,10/5/21,0.523469,16.28197,,,
 Cottonwood Creek Bay,10/5/21,0.06206,16.28771,,,
 Cottonwood Creek Bay,10/5/21,0,16.28806,,,
 East Shore,5/27/20,0,14.12,,,
 East Shore,5/27/20,0.5,14.06,,,
 East Shore,5/27/20,1,14.04,,,
 East Shore,5/27/20,1.5,14.02,,,
 East Shore,5/27/20,2,13.99,,,
 East Shore,5/27/20,2.5,13.85,,,
 East Shore,5/27/20,3,13.81,,,
 East Shore,5/27/20,4,13.62,,,
 East Shore,5/27/20,5,13.57,,,
 East Shore,5/27/20,6,13.52,,,
 East Shore,5/27/20,7,13.45,,,
 East Shore,5/27/20,8,12.6,,,
 East Shore,6/24/20,0,22.07,,,
 East Shore,6/24/20,0.5,21.32,,,
 East Shore,6/24/20,1,21.01,,,
 East Shore,6/24/20,1.5,20.86,,,
 East Shore,6/24/20,2,20.78,,,
 East Shore,6/24/20,2.5,20.5,,,
 East Shore,6/24/20,3,20.07,,,
 East Shore,6/24/20,4,19.04,,,
 East Shore,6/24/20,5,18.6,,,
 East Shore,6/24/20,6,18.2,,,
 East Shore,6/24/20,7,18.11,,,
 East Shore,6/24/20,8,17.89,,,
 East Shore,6/24/20,8.5,17.71,,,
 East Shore,7/15/20,0,22.01,,,
 East Shore,7/15/20,0.5,22.02,,,
 East Shore,7/15/20,1,21.35,,,
 East Shore,7/15/20,1.5,20.95,,,
 East Shore,7/15/20,2,20.81,,,
 East Shore,7/15/20,2.5,20.73,,,
 East Shore,7/15/20,3,20.66,,,
 East Shore,7/15/20,4,20.61,,,
 East Shore,7/15/20,5,20.56,,,
 East Shore,7/15/20,6,20.53,,,
 East Shore,7/15/20,7,20.52,,,
 East Shore,7/15/20,8,20.48,,,
 East Shore,7/15/20,9,20.47,,,
 East Shore,8/26/20,0,23.21,,,
 East Shore,8/26/20,0.5,22.74,,,
 East Shore,8/26/20,1,22.78,,,
 East Shore,8/26/20,1.5,22.58,,,
 East Shore,8/26/20,2,22.42,,,
 East Shore,8/26/20,2.5,22.37,,,
 East Shore,8/26/20,3,22.29,,,
 East Shore,8/26/20,4,22.25,,,
 East Shore,8/26/20,5,22.23,,,
 East Shore,8/26/20,6,22.2,,,
 East Shore,8/26/20,7,22.01,,,
 East Shore,8/26/20,8,21.8,,,
 East Shore,8/26/20,9,21.55,,,
 East Shore,8/26/20,9.5,21.24,,,
 East Shore,9/22/20,0,17.82,,,
 East Shore,9/22/20,0.5,17.82,,,
 East Shore,9/22/20,1,17.76,,,
 East Shore,9/22/20,1.5,17.74,,,
 East Shore,9/22/20,2,17.69,,,
 East Shore,9/22/20,2.5,17.66,,,
 East Shore,9/22/20,3,17.64,,,
 East Shore,9/22/20,4,17.63,,,
 East Shore,9/22/20,5,17.61,,,
 East Shore,9/22/20,6,17.6,,,
 East Shore,9/22/20,7,17.59,,,
 East Shore,9/22/20,8,17.59,,,
 East Shore,9/22/20,9,17.5,,,
 East Shore,10/13/20,0,14.81,,,
 East Shore,10/13/20,0.5,14.97,,,
 East Shore,10/13/20,1,14.88,,,
 East Shore,10/13/20,1.5,14.82,,,
 East Shore,10/13/20,2,14.8,,,
 East Shore,10/13/20,2.5,14.77,,,
 East Shore,10/13/20,3,14.71,,,
 East Shore,10/13/20,4,14.58,,,
 East Shore,10/13/20,5,14.57,,,
 East Shore,10/13/20,6,14.56,,,
 East Shore,10/13/20,7,14.55,,,
 East Shore,10/13/20,8,14.48,,,
 East Shore,10/13/20,9,14.25,,,
 East Shore,5/18/21,0,15.8,,,
 East Shore,5/18/21,0.5,15.6,,,
 East Shore,5/18/21,1,17.8,,,
 East Shore,5/18/21,1.5,14.5,,,
 East Shore,5/18/21,2,14.4,,,
 East Shore,5/18/21,2.5,14.2,,,
 East Shore,5/18/21,3,13.6,,,
 East Shore,5/18/21,4,12.7,,,
 East Shore,5/18/21,5,12.1,,,
 East Shore,5/18/21,6,11.8,,,
 East Shore,5/18/21,7,11.2,,,
 East Shore,5/18/21,8,10.6,,,
 East Shore,6/22/21,9.551834,18.18264,,,
 East Shore,6/22/21,9.551904,18.18153,,,
 East Shore,6/22/21,9.551984,18.18043,,,
 East Shore,6/22/21,9.552054,18.17933,,,
 East Shore,6/22/21,9.229184,18.1599,,,
 East Shore,6/22/21,9.214334,18.15852,,,
 East Shore,6/22/21,9.199484,18.15714,,,
 East Shore,6/22/21,8.269492,18.22413,,,
 East Shore,6/22/21,8.219318,18.22696,,,
 East Shore,6/22/21,8.169142,18.22978,,,
 East Shore,6/22/21,8.118967,18.23261,,,
 East Shore,6/22/21,6.952027,18.78659,,,
 East Shore,6/22/21,6.879923,18.81328,,,
 East Shore,6/22/21,6.807819,18.83997,,,
 East Shore,6/22/21,6.735715,18.86665,,,
 East Shore,6/22/21,6.429794,19.11187,,,
 East Shore,6/22/21,6.392119,19.13389,,,
 East Shore,6/22/21,6.354444,19.15591,,,
 East Shore,6/22/21,5.652727,19.29219,,,
 East Shore,6/22/21,5.613302,19.30347,,,
 East Shore,6/22/21,5.573878,19.31475,,,
 East Shore,6/22/21,5.025893,19.55384,,,
 East Shore,6/22/21,4.986309,19.56791,,,
 East Shore,6/22/21,4.946725,19.58199,,,
 East Shore,6/22/21,4.907139,19.59607,,,
 East Shore,6/22/21,3.881386,19.78936,,,
 East Shore,6/22/21,3.822332,19.80322,,,
 East Shore,6/22/21,3.763278,19.81708,,,
 East Shore,6/22/21,3.704224,19.83093,,,
 East Shore,6/22/21,2.818398,19.90575,,,
 East Shore,6/22/21,2.757117,19.9133,,,
 East Shore,6/22/21,2.695836,19.92085,,,
 East Shore,6/22/21,2.279011,20.02418,,,
 East Shore,6/22/21,2.242135,20.03065,,,
 East Shore,6/22/21,2.205259,20.03711,,,
 East Shore,6/22/21,1.280078,20.1145,,,
 East Shore,6/22/21,1.228278,20.12015,,,
 East Shore,6/22/21,1.176478,20.12581,,,
 East Shore,6/22/21,1.124678,20.13146,,,
 East Shore,6/22/21,0.514837,20.43163,,,
 East Shore,6/22/21,0.467629,20.44744,,,
 East Shore,6/22/21,0.420421,20.46326,,,
 East Shore,6/22/21,0.0306444,20.84436,,,
 East Shore,6/22/21,0,20.86855,,,
 East Shore,7/21/21,10.802137,20.21326,,,
 East Shore,7/21/21,10.803827,20.21312,,,
 East Shore,7/21/21,10.760497,20.23039,,,
 East Shore,7/21/21,10.758387,20.23112,,,
 East Shore,7/21/21,10.756287,20.23185,,,
 East Shore,7/21/21,10.225057,20.23633,,,
 East Shore,7/21/21,10.197857,20.23687,,,
 East Shore,7/21/21,10.170657,20.23741,,,
 East Shore,7/21/21,10.143457,20.23795,,,
 East Shore,7/21/21,9.579507,20.23266,,,
 East Shore,7/21/21,9.541107,20.2325,,,
 East Shore,7/21/21,9.502707,20.23233,,,
 East Shore,7/21/21,9.249417,20.32914,,,
 East Shore,7/21/21,9.225717,20.33363,,,
 East Shore,7/21/21,9.202007,20.33812,,,
 East Shore,7/21/21,9.178297,20.34261,,,
 East Shore,7/21/21,9.154597,20.3471,,,
 East Shore,7/21/21,8.630177,20.40451,,,
 East Shore,7/21/21,8.600167,20.40913,,,
 East Shore,7/21/21,8.570147,20.41375,,,
 East Shore,7/21/21,8.078557,20.47696,,,
 East Shore,7/21/21,8.047557,20.48077,,,
 East Shore,7/21/21,8.016547,20.48459,,,
 East Shore,7/21/21,7.461297,20.53393,,,
 East Shore,7/21/21,7.427037,20.53728,,,
 East Shore,7/21/21,7.392767,20.54063,,,
 East Shore,7/21/21,7.358507,20.54398,,,
 East Shore,7/21/21,7.032417,20.58416,,,
 East Shore,7/21/21,7.006437,20.58695,,,
 East Shore,7/21/21,6.980467,20.58975,,,
 East Shore,7/21/21,6.494107,20.66071,,,
 East Shore,7/21/21,6.464197,20.66492,,,
 East Shore,7/21/21,6.434287,20.66913,,,
 East Shore,7/21/21,5.805347,20.75446,,,
 East Shore,7/21/21,5.764727,20.76007,,,
 East Shore,7/21/21,5.724107,20.76567,,,
 East Shore,7/21/21,5.683487,20.77127,,,
 East Shore,7/21/21,5.064107,20.8259,,,
 East Shore,7/21/21,5.021177,20.83031,,,
 East Shore,7/21/21,4.978237,20.83473,,,
 East Shore,7/21/21,4.663357,20.88133,,,
 East Shore,7/21/21,4.635537,20.88471,,,
 East Shore,7/21/21,4.607707,20.8881,,,
 East Shore,7/21/21,4.579887,20.89148,,,
 East Shore,7/21/21,3.938157,20.90352,,,
 East Shore,7/21/21,3.901007,20.9051,,,
 East Shore,7/21/21,3.863867,20.90668,,,
 East Shore,7/21/21,3.286237,20.94677,,,
 East Shore,7/21/21,3.245487,20.94898,,,
 East Shore,7/21/21,3.204747,20.9512,,,
 East Shore,7/21/21,2.888697,20.98537,,,
 East Shore,7/21/21,2.861827,20.98785,,,
 East Shore,7/21/21,2.834967,20.99034,,,
 East Shore,7/21/21,2.808107,20.99282,,,
 East Shore,7/21/21,2.220587,21.00196,,,
 East Shore,7/21/21,2.185667,21.00313,,,
 East Shore,7/21/21,2.150757,21.0043,,,
 East Shore,7/21/21,1.527047,21.04591,,,
 East Shore,7/21/21,1.484877,21.04813,,,
 East Shore,7/21/21,1.442717,21.05036,,,
 East Shore,7/21/21,1.400547,21.05259,,,
 East Shore,7/21/21,1.118987,21.13095,,,
 East Shore,7/21/21,1.092387,21.13546,,,
 East Shore,7/21/21,1.065797,21.13998,,,
 East Shore,7/21/21,0.587659,21.19011,,,
 East Shore,7/21/21,0.558791,21.19403,,,
 East Shore,7/21/21,0.529924,21.19796,,,
 East Shore,7/21/21,0.501055,21.20188,,,
 East Shore,7/21/21,0.031936,21.29461,,,
 East Shore,7/21/21,0,21.3,,,
 East Shore,8/11/21,10.153284,21.47504,,,
 East Shore,8/11/21,10.146794,21.47333,,,
 East Shore,8/11/21,10.146234,21.47201,,,
 East Shore,8/11/21,9.997314,21.46166,,,
 East Shore,8/11/21,9.333484,21.44689,,,
 East Shore,8/11/21,9.263234,21.44509,,,
 East Shore,8/11/21,8.977864,21.49227,,,
 East Shore,8/11/21,8.926064,21.49622,,,
 East Shore,8/11/21,8.395874,21.51101,,,
 East Shore,8/11/21,7.876974,21.54402,,,
 East Shore,8/11/21,7.808294,21.54765,,,
 East Shore,8/11/21,7.536084,21.55774,,,
 East Shore,8/11/21,7.491834,21.55989,,,
 East Shore,8/11/21,6.971444,21.56083,,,
 East Shore,8/11/21,6.404514,21.58459,,,
 East Shore,8/11/21,6.331464,21.58696,,,
 East Shore,8/11/21,5.641194,21.60242,,,
 East Shore,8/11/21,5.556194,21.60476,,,
 East Shore,8/11/21,5.234464,21.6323,,,
 East Shore,8/11/21,4.627044,21.63919,,,
 East Shore,8/11/21,4.558304,21.64074,,,
 East Shore,8/11/21,3.807214,21.67573,,,
 East Shore,8/11/21,3.713774,21.67926,,,
 East Shore,8/11/21,3.317084,21.7057,,,
 East Shore,8/11/21,2.688314,21.723,,,
 East Shore,8/11/21,2.614744,21.72549,,,
 East Shore,8/11/21,1.912574,21.74233,,,
 East Shore,8/11/21,1.823134,21.7445,,,
 East Shore,8/11/21,1.464594,21.75428,,,
 East Shore,8/11/21,0.817816,21.77055,,,
 East Shore,8/11/21,0.743472,21.77245,,,
 East Shore,8/11/21,0.08601,21.79967,,,
 East Shore,8/11/21,0,21.80286,,,
 East Shore,9/15/21,12.009572,19.27308,,,
 East Shore,9/15/21,12.041802,19.27389,,,
 East Shore,9/15/21,12.010792,19.25323,,,
 East Shore,9/15/21,11.832542,19.24474,,,
 East Shore,9/15/21,11.814232,19.24322,,,
 East Shore,9/15/21,11.323282,19.26594,,,
 East Shore,9/15/21,11.269902,19.26784,,,
 East Shore,9/15/21,10.788972,19.27847,,,
 East Shore,9/15/21,10.551752,19.28595,,,
 East Shore,9/15/21,10.513362,19.28698,,,
 East Shore,9/15/21,10.128302,19.28719,,,
 East Shore,9/15/21,10.083932,19.28746,,,
 East Shore,9/15/21,9.957082,19.29978,,,
 East Shore,9/15/21,9.638902,19.29925,,,
 East Shore,9/15/21,9.604162,19.29961,,,
 East Shore,9/15/21,9.307252,19.29941,,,
 East Shore,9/15/21,9.267482,19.29934,,,
 East Shore,9/15/21,9.090872,19.30017,,,
 East Shore,9/15/21,8.790622,19.29736,,,
 East Shore,9/15/21,8.755642,19.2971,,,
 East Shore,9/15/21,8.426892,19.29781,,,
 East Shore,9/15/21,8.384702,19.29777,,,
 East Shore,9/15/21,8.210852,19.30372,,,
 East Shore,9/15/21,7.919402,19.29992,,,
 East Shore,9/15/21,7.885552,19.29974,,,
 East Shore,9/15/21,7.608202,19.30458,,,
 East Shore,9/15/21,7.571352,19.30489,,,
 East Shore,9/15/21,7.434802,19.31017,,,
 East Shore,9/15/21,7.153202,19.30162,,,
 East Shore,9/15/21,7.121252,19.30093,,,
 East Shore,9/15/21,6.824992,19.30441,,,
 East Shore,9/15/21,6.786442,19.3044,,,
 East Shore,9/15/21,6.627842,19.31042,,,
 East Shore,9/15/21,6.360162,19.30608,,,
 East Shore,9/15/21,6.329192,19.30585,,,
 East Shore,9/15/21,6.063142,19.30993,,,
 East Shore,9/15/21,6.028642,19.31014,,,
 East Shore,9/15/21,5.903782,19.3152,,,
 East Shore,9/15/21,5.882732,19.31583,,,
 East Shore,9/15/21,5.585342,19.31349,,,
 East Shore,9/15/21,5.306712,19.31493,,,
 East Shore,9/15/21,5.269882,19.31499,,,
 East Shore,9/15/21,5.132492,19.32062,,,
 East Shore,9/15/21,5.109632,19.3212,,,
 East Shore,9/15/21,4.725342,19.3245,,,
 East Shore,9/15/21,4.432882,19.32566,,,
 East Shore,9/15/21,4.391572,19.32588,,,
 East Shore,9/15/21,4.203532,19.33352,,,
 East Shore,9/15/21,4.175352,19.33428,,,
 East Shore,9/15/21,3.883962,19.34779,,,
 East Shore,9/15/21,3.501222,19.34944,,,
 East Shore,9/15/21,3.454242,19.35004,,,
 East Shore,9/15/21,3.236462,19.35438,,,
 East Shore,9/15/21,3.201952,19.35483,,,
 East Shore,9/15/21,2.841202,19.36813,,,
 East Shore,9/15/21,2.414912,19.36885,,,
 East Shore,9/15/21,2.361292,19.36936,,,
 East Shore,9/15/21,2.174532,19.3862,,,
 East Shore,9/15/21,2.141442,19.38779,,,
 East Shore,9/15/21,1.826612,19.39201,,,
 East Shore,9/15/21,1.478752,19.41133,,,
 East Shore,9/15/21,1.434182,19.41333,,,
 East Shore,9/15/21,1.285302,19.4319,,,
 East Shore,9/15/21,1.258612,19.43438,,,
 East Shore,9/15/21,0.934856,19.44438,,,
 East Shore,9/15/21,0.573138,19.44414,,,
 East Shore,9/15/21,0.527237,19.44444,,,
 East Shore,9/15/21,0.346766,19.44584,,,
 East Shore,9/15/21,0.316898,19.44595,,,
 East Shore,9/15/21,0,19.45474,,,
 East Shore,10/5/21,9.980151,16.16051,,,
 East Shore,10/5/21,9.758701,16.15431,,,
 East Shore,10/5/21,9.593731,16.13852,,,
 East Shore,10/5/21,9.569621,16.13676,,,
 East Shore,10/5/21,9.122391,16.10518,,,
 East Shore,10/5/21,9.074491,16.10164,,,
 East Shore,10/5/21,8.909031,16.10011,,,
 East Shore,10/5/21,8.478071,16.09388,,,
 East Shore,10/5/21,8.431141,16.09325,,,
 East Shore,10/5/21,8.084851,16.13404,,,
 East Shore,10/5/21,8.036531,16.13761,,,
 East Shore,10/5/21,7.871891,16.16798,,,
 East Shore,10/5/21,7.559451,16.1662,,,
 East Shore,10/5/21,7.523721,16.16698,,,
 East Shore,10/5/21,7.169021,16.17054,,,
 East Shore,10/5/21,7.124221,16.17075,,,
 East Shore,10/5/21,6.937131,16.19046,,,
 East Shore,10/5/21,6.640761,16.19895,,,
 East Shore,10/5/21,6.606141,16.20042,,,
 East Shore,10/5/21,6.252991,16.22533,,,
 East Shore,10/5/21,6.209091,16.22796,,,
 East Shore,10/5/21,6.058211,16.27142,,,
 East Shore,10/5/21,5.663461,16.28773,,,
 East Shore,10/5/21,5.620601,16.29074,,,
 East Shore,10/5/21,5.294661,16.33078,,,
 East Shore,10/5/21,5.249511,16.33511,,,
 East Shore,10/5/21,4.915721,16.35734,,,
 East Shore,10/5/21,4.752831,16.36046,,,
 East Shore,10/5/21,4.726361,16.36142,,,
 East Shore,10/5/21,4.415801,16.35337,,,
 East Shore,10/5/21,4.381171,16.35266,,,
 East Shore,10/5/21,4.053421,16.36404,,,
 East Shore,10/5/21,3.893311,16.35999,,,
 East Shore,10/5/21,3.867261,16.35999,,,
 East Shore,10/5/21,3.603171,16.34568,,,
 East Shore,10/5/21,3.572831,16.34414,,,
 East Shore,10/5/21,3.243411,16.36578,,,
 East Shore,10/5/21,3.094661,16.3705,,,
 East Shore,10/5/21,3.069901,16.37169,,,
 East Shore,10/5/21,2.791021,16.38331,,,
 East Shore,10/5/21,2.759921,16.38454,,,
 East Shore,10/5/21,2.458631,16.38105,,,
 East Shore,10/5/21,2.317821,16.39954,,,
 East Shore,10/5/21,2.294641,16.40123,,,
 East Shore,10/5/21,2.045031,16.41515,,,
 East Shore,10/5/21,2.016861,16.41718,,,
 East Shore,10/5/21,1.754831,16.4343,,,
 East Shore,10/5/21,1.585501,16.45455,,,
 East Shore,10/5/21,1.560711,16.4571,,,
 East Shore,10/5/21,1.270941,16.47272,,,
 East Shore,10/5/21,1.237721,16.47492,,,
 East Shore,10/5/21,0.916951,16.49841,,,
 East Shore,10/5/21,0.876481,16.50115,,,
 East Shore,10/5/21,0.69739,16.50807,,,
 East Shore,10/5/21,0.384808,16.51903,,,
 East Shore,10/5/21,0.348876,16.5203,,,
 East Shore,10/5/21,0,16.56925,,,
 Fremont Bay,5/27/20,0,14.52,,,
 Fremont Bay,5/27/20,0.5,14.53,,,
 Fremont Bay,5/27/20,1,14.55,,,
 Fremont Bay,5/27/20,1.5,14.56,,,
 Fremont Bay,6/24/20,0,23.35,,,
 Fremont Bay,6/24/20,0.5,22.76,,,
 Fremont Bay,6/24/20,1,22.13,,,
 Fremont Bay,6/24/20,1.5,20.12,,,
 Fremont Bay,6/24/20,2,19.57,,,
 Fremont Bay,6/24/20,2.5,19.13,,,
 Fremont Bay,6/24/20,3,18.92,,,
 Fremont Bay,6/24/20,3.5,18.67,,,
 Fremont Bay,7/15/20,0,22.39,,,
 Fremont Bay,7/15/20,0.5,22.2,,,
 Fremont Bay,7/15/20,1,21.8,,,
 Fremont Bay,7/15/20,1.5,21.33,,,
 Fremont Bay,7/15/20,2,21.27,,,
 Fremont Bay,7/15/20,2.5,21.15,,,
 Fremont Bay,7/15/20,3,21.18,,,
 Fremont Bay,7/15/20,3.7,21.09,,,
 Fremont Bay,8/26/20,0,22.49,,,
 Fremont Bay,8/26/20,0.5,22.18,,,
 Fremont Bay,8/26/20,1,21.82,,,
 Fremont Bay,8/26/20,1.5,21.6,,,
 Fremont Bay,8/26/20,2,21.47,,,
 Fremont Bay,8/26/20,2.5,21.28,,,
 Fremont Bay,9/22/20,0,17.07,,,
 Fremont Bay,9/22/20,0.5,17.08,,,
 Fremont Bay,9/22/20,1,17.06,,,
 Fremont Bay,9/22/20,1.5,17.01,,,
 Fremont Bay,9/22/20,2,16.93,,,
 Fremont Bay,9/22/20,2.5,16.83,,,
 Fremont Bay,10/13/20,0,12.13,,,
 Fremont Bay,10/13/20,0.5,12.3,,,
 Fremont Bay,10/13/20,1,12.26,,,
 Fremont Bay,10/13/20,1.5,12.21,,,
 Fremont Bay,10/13/20,2,12.18,,,
 Fremont Bay,10/13/20,2.5,12.09,,,
 Fremont Bay,5/18/21,0,17.2,,,
 Fremont Bay,5/18/21,0.5,15.7,,,
 Fremont Bay,5/18/21,1,15.1,,,
 Fremont Bay,5/18/21,1.5,14.6,,,
 Fremont Bay,5/18/21,2,14,,,
 Fremont Bay,5/18/21,2.5,13.8,,,
 Fremont Bay,5/18/21,3,13,,,
 Fremont Bay,5/18/21,4,12.4,,,
 Fremont Bay,5/18/21,5,12.1,,,
 Fremont Bay,6/22/21,4.332081,18.36695,,,
 Fremont Bay,6/22/21,4.332144,18.3672,,,
 Fremont Bay,6/22/21,4.169453,18.31418,,,
 Fremont Bay,6/22/21,4.161869,18.31166,,,
 Fremont Bay,6/22/21,4.154285,18.30913,,,
 Fremont Bay,6/22/21,4.146701,18.30661,,,
 Fremont Bay,6/22/21,3.522913,18.31338,,,
 Fremont Bay,6/22/21,3.491679,18.31263,,,
 Fremont Bay,6/22/21,3.460444,18.31187,,,
 Fremont Bay,6/22/21,2.89205,18.44662,,,
 Fremont Bay,6/22/21,2.854518,18.45286,,,
 Fremont Bay,6/22/21,2.816986,18.45911,,,
 Fremont Bay,6/22/21,2.779453,18.46535,,,
 Fremont Bay,6/22/21,2.175657,18.69606,,,
 Fremont Bay,6/22/21,2.137108,18.70913,,,
 Fremont Bay,6/22/21,2.098558,18.72219,,,
 Fremont Bay,6/22/21,1.151639,19.23978,,,
 Fremont Bay,6/22/21,1.096186,19.26819,,,
 Fremont Bay,6/22/21,1.040732,19.2966,,,
 Fremont Bay,6/22/21,0.985279,19.32501,,,
 Fremont Bay,6/22/21,0.450989,19.75536,,,
 Fremont Bay,6/22/21,0.407922,19.78522,,,
 Fremont Bay,6/22/21,0.364855,19.81508,,,
 Fremont Bay,6/22/21,0.082632,20.51918,,,
 Fremont Bay,6/22/21,0.0593466,20.56059,,,
 Fremont Bay,6/22/21,0.0360613,20.602,,,
 Fremont Bay,6/22/21,0.012776,20.64341,,,
 Fremont Bay,6/22/21,0.0059973,21.34981,,,
 Fremont Bay,6/22/21,0,21.39659,,,
 Fremont Bay,7/21/21,3.891219,22.82573,,,
 Fremont Bay,7/21/21,3.880679,22.83809,,,
 Fremont Bay,7/21/21,3.879949,22.83866,,,
 Fremont Bay,7/21/21,3.879219,22.83922,,,
 Fremont Bay,7/21/21,3.878489,22.83978,,,
 Fremont Bay,7/21/21,3.305229,22.83012,,,
 Fremont Bay,7/21/21,3.277609,22.8299,,,
 Fremont Bay,7/21/21,3.249999,22.82968,,,
 Fremont Bay,7/21/21,2.925889,22.8324,,,
 Fremont Bay,7/21/21,2.898699,22.83234,,,
 Fremont Bay,7/21/21,2.871499,22.83228,,,
 Fremont Bay,7/21/21,2.844309,22.83222,,,
 Fremont Bay,7/21/21,2.379179,22.85053,,,
 Fremont Bay,7/21/21,2.349909,22.85144,,,
 Fremont Bay,7/21/21,2.320649,22.85235,,,
 Fremont Bay,7/21/21,1.849109,22.86263,,,
 Fremont Bay,7/21/21,1.817299,22.86347,,,
 Fremont Bay,7/21/21,1.785489,22.86432,,,
 Fremont Bay,7/21/21,1.753679,22.86516,,,
 Fremont Bay,7/21/21,1.305159,22.88637,,,
 Fremont Bay,7/21/21,1.274479,22.88758,,,
 Fremont Bay,7/21/21,1.243799,22.88878,,,
 Fremont Bay,7/21/21,0.977169,22.91398,,,
 Fremont Bay,7/21/21,0.955589,22.91557,,,
 Fremont Bay,7/21/21,0.934019,22.91716,,,
 Fremont Bay,7/21/21,0.504343,22.93729,,,
 Fremont Bay,7/21/21,0.478341,22.93874,,,
 Fremont Bay,7/21/21,0.452339,22.94019,,,
 Fremont Bay,7/21/21,0.426337,22.94164,,,
 Fremont Bay,7/21/21,0,23.03102,,,
 Fremont Bay,8/11/21,3.408597,21.10426,,,
 Fremont Bay,8/11/21,3.446407,21.10812,,,
 Fremont Bay,8/11/21,3.194247,21.11513,,,
 Fremont Bay,8/11/21,3.170767,21.11593,,,
 Fremont Bay,8/11/21,2.857757,21.09638,,,
 Fremont Bay,8/11/21,2.818487,21.09477,,,
 Fremont Bay,8/11/21,2.269947,21.09634,,,
 Fremont Bay,8/11/21,1.713857,21.18058,,,
 Fremont Bay,8/11/21,1.641157,21.18903,,,
 Fremont Bay,8/11/21,1.336147,21.27373,,,
 Fremont Bay,8/11/21,1.287737,21.28494,,,
 Fremont Bay,8/11/21,0.832357,21.30245,,,
 Fremont Bay,8/11/21,0.297507,21.37506,,,
 Fremont Bay,8/11/21,0.229818,21.38265,,,
 Fremont Bay,8/11/21,0,21.44412,,,
 Fremont Bay,9/15/21,4.048209,18.26246,,,
 Fremont Bay,9/15/21,4.058919,18.23981,,,
 Fremont Bay,9/15/21,4.056709,18.19991,,,
 Fremont Bay,9/15/21,4.056709,18.19069,,,
 Fremont Bay,9/15/21,3.706429,18.188,,,
 Fremont Bay,9/15/21,3.574579,18.25232,,,
 Fremont Bay,9/15/21,3.550149,18.25832,,,
 Fremont Bay,9/15/21,3.344749,18.39495,,,
 Fremont Bay,9/15/21,3.321009,18.41022,,,
 Fremont Bay,9/15/21,3.092749,18.49767,,,
 Fremont Bay,9/15/21,2.982469,18.56096,,,
 Fremont Bay,9/15/21,2.964299,18.56991,,,
 Fremont Bay,9/15/21,2.766839,18.61015,,,
 Fremont Bay,9/15/21,2.744549,18.61616,,,
 Fremont Bay,9/15/21,2.614429,18.69056,,,
 Fremont Bay,9/15/21,2.541889,18.72177,,,
 Fremont Bay,9/15/21,2.530679,18.72729,,,
 Fremont Bay,9/15/21,2.290689,18.73956,,,
 Fremont Bay,9/15/21,2.265679,18.74176,,,
 Fremont Bay,9/15/21,2.072579,18.76365,,,
 Fremont Bay,9/15/21,1.827269,18.83401,,,
 Fremont Bay,9/15/21,1.797279,18.84158,,,
 Fremont Bay,9/15/21,1.505799,18.8849,,,
 Fremont Bay,9/15/21,1.469409,18.8916,,,
 Fremont Bay,9/15/21,1.323149,18.94125,,,
 Fremont Bay,9/15/21,0.993129,18.98309,,,
 Fremont Bay,9/15/21,0.956319,18.98879,,,
 Fremont Bay,9/15/21,0.541497,19.02041,,,
 Fremont Bay,9/15/21,0.490051,19.02487,,,
 Fremont Bay,9/15/21,0.310601,19.04483,,,
 Fremont Bay,9/15/21,0.032759,19.10183,,,
 Fremont Bay,9/15/21,0,19.10806,,,
 Fremont Bay,10/5/21,3.241601,15.49084,,,
 Fremont Bay,10/5/21,3.239151,15.4806,,,
 Fremont Bay,10/5/21,3.244371,15.42083,,,
 Fremont Bay,10/5/21,3.244281,15.4103,,,
 Fremont Bay,10/5/21,2.744291,15.40122,,,
 Fremont Bay,10/5/21,2.549581,15.5349,,,
 Fremont Bay,10/5/21,2.513821,15.54743,,,
 Fremont Bay,10/5/21,2.217211,15.63672,,,
 Fremont Bay,10/5/21,2.182841,15.6501,,,
 Fremont Bay,10/5/21,1.849151,15.82184,,,
 Fremont Bay,10/5/21,1.681901,15.89204,,,
 Fremont Bay,10/5/21,1.654841,15.90456,,,
 Fremont Bay,10/5/21,1.254231,15.90458,,,
 Fremont Bay,10/5/21,1.210671,15.90688,,,
 Fremont Bay,10/5/21,0.814385,15.92951,,,
 Fremont Bay,10/5/21,0.64733,15.9909,,,
 Fremont Bay,10/5/21,0.618192,15.99771,,,
 Fremont Bay,10/5/21,0.274198,15.9979,,,
 Fremont Bay,10/5/21,0.236274,16.00021,,,
 Fremont Bay,10/5/21,0,16.01403,,,
 Lacustrine Pelagic: Dam,5/27/20,0,15.63,,,
 Lacustrine Pelagic: Dam,5/27/20,0.5,15.5,,,
 Lacustrine Pelagic: Dam,5/27/20,1,15.44,,,
 Lacustrine Pelagic: Dam,5/27/20,1.5,15.28,,,
 Lacustrine Pelagic: Dam,5/27/20,2,15.12,,,
 Lacustrine Pelagic: Dam,5/27/20,2.5,14.31,,,
 Lacustrine Pelagic: Dam,5/27/20,3,12.99,,,
 Lacustrine Pelagic: Dam,5/27/20,4,12.44,,,
 Lacustrine Pelagic: Dam,5/27/20,5,12.32,,,
 Lacustrine Pelagic: Dam,5/27/20,6,12.26,,,
