"#","Date Time, GMT-06:00","Temp, °F (LGR S/N: 22008789, SEN S/N: 22008789)","Intensity, lum/ft² (LGR S/N: 22008789, SEN S/N: 22008789)"
1,07/05/24 14:00:00,62.940,3840.0
2,07/05/24 14:10:00,62.769,8192.0
3,07/05/24 14:20:00,62.769,1920.0
4,07/05/24 14:30:00,63.282,3840.0
5,07/05/24 14:40:00,63.282,7168.0
6,07/05/24 14:50:00,63.282,2304.0
7,07/05/24 15:00:00,62.769,3072.0
8,07/05/24 15:10:00,62.425,2944.0
9,07/05/24 15:20:00,62.425,1152.0
10,07/05/24 15:30:00,62.425,1728.0
11,07/05/24 15:40:00,62.254,3584.0
12,07/05/24 15:50:00,62.254,3584.0
13,07/05/24 16:00:00,62.083,4608.0
14,07/05/24 16:10:00,62.083,1920.0
15,07/05/24 16:20:00,61.741,1792.0
16,07/05/24 16:30:00,61.741,1344.0
17,07/05/24 16:40:00,61.569,3456.0
18,07/05/24 16:50:00,61.054,1152.0
19,07/05/24 17:00:00,60.883,5376.0
20,07/05/24 17:10:00,61.054,3456.0
21,07/05/24 17:20:00,60.883,1472.0
22,07/05/24 17:30:00,60.883,432.0
23,07/05/24 17:40:00,60.883,3072.0
24,07/05/24 17:50:00,60.712,1088.0
25,07/05/24 18:00:00,60.539,3968.0
26,07/05/24 18:10:00,60.539,2048.0
27,07/05/24 18:20:00,60.539,1920.0
28,07/05/24 18:30:00,60.883,704.0
29,07/05/24 18:40:00,60.712,384.0
30,07/05/24 18:50:00,60.712,1344.0
31,07/05/24 19:00:00,60.539,768.0
32,07/05/24 19:10:00,60.195,176.0
33,07/05/24 19:20:00,60.024,288.0
34,07/05/24 19:30:00,60.712,118.0
35,07/05/24 19:40:00,61.054,108.0
36,07/05/24 19:50:00,60.883,99.0
37,07/05/24 20:00:00,60.712,92.0
38,07/05/24 20:10:00,60.883,90.0
39,07/05/24 20:20:00,61.054,75.0
40,07/05/24 20:30:00,61.054,54.0
41,07/05/24 20:40:00,61.054,44.0
42,07/05/24 20:50:00,61.054,32.0
43,07/05/24 21:00:00,60.883,19.0
44,07/05/24 21:10:00,60.712,8.0
45,07/05/24 21:20:00,60.883,2.0
46,07/05/24 21:30:00,60.883,0.0
47,07/05/24 21:40:00,61.054,0.0
48,07/05/24 21:50:00,61.054,0.0
49,07/05/24 22:00:00,61.227,0.0
50,07/05/24 22:10:00,61.054,0.0
51,07/05/24 22:20:00,61.054,0.0
52,07/05/24 22:30:00,60.883,0.0
53,07/05/24 22:40:00,60.883,0.0
54,07/05/24 22:50:00,60.712,0.0
55,07/05/24 23:00:00,60.712,0.0
56,07/05/24 23:10:00,60.712,0.0
57,07/05/24 23:20:00,60.712,0.0
